Latitude,Longitude,Zones,Lab,Ag,B,Ba,Cd,Co,Cr,Cu,Mn,Mo,Ni,Pb,Sr,V,Zn,As,Sb,Se,Hg,Fe,Al,pH H2O,pH KCl,PM,K+,Ca2+,Mg2+,Al3+,H+Al,SB,ECEC,CEC,V (%),m (%),SOM,PREM,Coarse sand,Fine sand,Silt,Clay
-21.94461,-44.15411,MA,UFV1,0,6.1,19.19,1.63,1.14,47.95,36.42,23.09,0.455179433909691,3.5,9.3,2.37,67.66,11.17,0.89,0.22,0.24,0.0342896437742502,35806.59,39386.48,4.8,4,1.4,30,0.1,0.1,1.2,6.8,0.2,1.4,7,3.4,82.9,3.9,17.5,30,25,9,36
-17.44822,-44.77206,SF,UFV1,0,2.59,24.48,0.178803683470566,0.8,27.18,13.37,11.23,0.483227,7.58,9.9,1.89,22.47,9.53,0.54,0.16,0.0466662,0.0342896437742502,14167.79,12365.97,4.9,3.9,3.9,170,0.5,0.2,0.8,4.8,1.3,2.1,6.1,21.4,37,1.9,32.4,53,18,14,15
-17.07392,-46.33139,SF,UFV1,0,4.01,57.81,0.178803683470566,16.03,73.95,65.1,31.24,0.455179433909691,32.26,44.75,4.15,25.83,39.64,0.57,0.11,0.0466662,0.0342896437742502,14547.48,23805.95,5,3.8,5,19,2.8,1.6,1.8,7.2,4.4,6.2,11.6,37.9,29.4,3.2,15,1,4,24,71
-16.95567,-46.46892,SF,UFV1,0,4.21,41.88,0.178803683470566,3.14,45.24,15.37,34.05,0.455179433909691,15.7,13,5.78,19.99,25.52,0.6,0.27,0.32,0.0342896437742502,8138.98,251022.06,5.1,3.6,7.7,138,1,0.5,2.3,5.9,1.8,4.1,7.7,23.6,55.9,2.2,26.4,6,19,30,45
-17.54483,-47.13464,TO,UFV1,0,2.91,2.87,0.178803683470566,0.211348082025283,99.97,26.84,12.85,0.61869,8.94,1.29605785924355,1.36,138.48,6.64,2.36,0.42,0.18,0.0342896437742502,8200.12,228213.75,4.6,4,1.4,26,0,0,1,9.1,0.2,1.1,9.3,1.6,86.5,8.9,15.4,1,4,23,72
-17.54483,-47.13464,TO,UFV1,0,3.15,13.55,0.178803683470566,0.211348082025283,97.23,27.73,18.35,1.204114,10.4,1.29605785924355,1.35,127.66,12.3,2.95,0.55,0.18,0.0342896437742502,12284.35,207460.89,5,3.9,1.4,45,0,0.1,1.5,11.8,0.3,1.7,12.1,2.4,83.3,8.5,11.4,0,1,15,84
-19.67489,-47.62375,PR,UFV1,0,4.09,13.58,0.178803683470566,1.74,92.88,29.03,41.41,0.415612,12.74,1.29605785924355,9.16,134.63,16.3,2.74,0.08,0.62,0.0342896437742502,19547.62,148153.54,5.2,4.2,1.4,77,2.1,0.2,0.1,8.9,2.6,2.7,11.5,22.3,3.8,5.7,18.1,16,3,9,72
-20.69953,-42.530029999999996,MA,UFV1,0,10.6,74.42,2.71,6.29,101.1,74.75,150.94,0.455179433909691,14.37,20.6,12.22,108.2,28.79,4.68,0.31,1.03,0.21,65341.5,83577.62,4.8,4,4.3,49,0.1,0.1,1.7,15.7,0.4,2.1,16.1,2.3,82.4,9.4,8.1,23,15,13,49
-17.55958,-47.13467,TO,UFV1,0,9.02,5.15,1.64,0.5,85.69,47.66,55.42,0.455179433909691,4.52,1.29605785924355,2.41,135.76,17.4,14.04,0.73,0.34,0.0342896437742502,54770.04,178438.03,5.1,4.1,1.4,50,0.1,0.1,0.4,9.4,0.4,0.8,9.8,3.9,50.6,6.1,13.6,2,3,13,82
-17.94078,-42.58333,SF,UFV1,0,1.14559749674312,14.68,0.71,1.46,22.97,9.68,161.88,0.501961,7.23,4.97,0.55,46.76,7.83,1.82,0.13,0.25,0.0342896437742502,11669.38,17301.2,5.1,4.1,1.4,22,0.1,0.1,0.2,2.4,0.2,0.4,2.6,9.1,44.2,1.2,40.8,28,52,4,16
-17.23725,-46.47953,SF,UFV1,0,5.36,36.66,1.29,2.95,45.96,36.74,123.22,0.455179433909691,15.67,6.88,5.33,79.94,25.31,4.55,0.49,0.35,0.0342896437742502,32957.85,63791.33,4.9,4.2,1.4,55,0.9,0.6,0.3,4.1,1.7,2,5.8,28.8,14.9,2.3,24.3,22,24,8,46
-17.70417,-46.26228,SF,UFV1,0,10.25,18.96,1.52,1.73,40.69,39.27,95.45,0.455179433909691,11.55,11.78,1.38,74.71,18.98,4.53,0.77,0.0466662,0.0342896437742502,33496.05,32815.45,4.6,3.9,1.4,79,0.3,0.2,1.3,5.9,0.7,2,6.6,11,63.1,2.3,26.8,32,29,8,31
-17.81436,-45.44633,SF,UFV1,0,9.99,3.91,2.1,1.56,117.12,43.4,68.6,0.455179433909691,7.41,5.66,1.23,155.05,16.71,8.04,0.27,0.32,0.09,54117.41,72391.6,4.7,3.8,3.3,28,0.1,0.1,1.4,10,0.3,1.6,10.3,2.5,83.9,5.4,19.8,19,26,4,51
-17.34967,-44.89072,SF,UFV1,0,5.32,40.65,0.78,2.92,28.16,22.8,166.5,0.455179433909691,7.92,13.01,3.32,44.11,15.86,2.43,0.05,0.12,0.0342896437742502,16408.82,19494.36,5.3,4.1,2.2,155,1.7,1,0.2,3.7,3.1,3.2,6.8,45.2,5.9,2.1,40.3,17,39,24,20
-20.42314,-42.40214,MA,UFV1,0,12.67,60.33,2.55,2.61,62.56,45.08,97.96,0.455179433909691,8.23,9.83,18.64,174.62,31.87,2.95,0.07,0.95,0.25,63306.86,114340.08,4.7,4.1,2.2,23,0.1,0,1.4,13.5,0.2,1.6,13.7,1.5,86.5,8.4,10.1,16,11,14,59
-20.42314,-41.85572,MA,UFV1,0,15.03,20.77,3.33,4.47,122.7,84.71,198.8,0.455179433909691,16.99,9.37,9.27,159.26,34.32,2.38,0.01733316,2.14,0.46,79110.32,94252.3,4.3,4.7,2.6,103,3.7,1.2,0,7.8,5.2,5.2,13,39.9,0,6.5,21.4,10,14,28,48
-21.36972,-43.23728,SF,UFV1,0,6.4,10.98,1.14,2.35,34.59,29.15,113.11,0.455179433909691,8.24,8.43,3.39,61.18,21.69,1.38,0.05,0.59,0.19,33141.4,49110.94,5.1,4.5,3.4,139,1.7,1.1,0.1,5.1,3.2,3.3,8.3,38.3,3.1,4.5,36.2,39,16,12,33
-21.699,-43.51475,SF,UFV1,0,11.42,117.1,2.75,3.64,41.31,58.16,95.55,0.455179433909691,12.31,23.68,31.55,125.83,29.42,1.68,0.13,0.86,0.1,61311.82,83127.34,5.2,4.3,2.1,17,0.2,0.1,0.4,4.6,0.3,0.7,4.9,6.1,56.5,2.3,14.4,18,13,16,53
-22.12894,-45.04569,MA,UFV1,0,8.6,22.07,1.96,5.14,59.56,56.85,162.93,0.455179433909691,15.84,13.65,2.49,93.37,29.91,1.67,0.15,0.29,0.0342896437742502,47441.49,59840.28,4.7,4,1.5,34,0,0.1,0.9,6.5,0.2,1.1,6.7,2.8,82.1,3.1,19.1,26,22,9,43
-22.07239,-44.94494,MA,UFV1,0,10.01,50.48,2.05,5.19,61.89,54.18,90.07,0.455179433909691,8.33,16.71,4.47,93.35,30.9,1.66,0.19,0.34,0.0342896437742502,51947.2,70911.15,4.7,4,1.4,115,0.1,0.1,1,7.3,0.5,1.5,7.8,6.8,64.4,4.7,22.3,20,18,12,50
-19.93956,-47.80792,PR,UFV1,0,27.12,104.91,7.15,53.59,25.37,300.93,970.75,0.455179433909691,31.18,16.83,19.81,464.43,172.13,2.32,0.14,0.35,0.1,159062.64,111239.53,5.9,5.3,12.6,657,5,3.2,0,5.7,9.9,9.9,15.6,63.6,0,5.9,19.8,5,18,27,50
-19.9545,-48.17308,PR,UFV1,0,28.29,35.46,7.77,27.17,99.42,221.92,703.62,0.455179433909691,32.81,16.34,10.47,457.56,104.25,7.59,0.11,0.34,0.0342896437742502,181632.83,111251.36,5.4,4.7,3.2,602,1.6,1.3,0,6.4,4.5,4.5,10.9,41.4,0,4.9,21.4,3,11,28,58
-19.956,-49.22428,PR,UFV1,0,27.62,35.4,7.73,53.73,157.33,283.51,1143.89,0.455179433909691,53.95,22.12,4.33,358.1,133.1,0.81,0.05,0.36,0.0342896437742502,180359.81,88702.83,4.9,4,4.9,90,0.5,0.4,1.1,10,1.1,2.2,11.1,10,48.8,5.4,16.7,2,12,23,63
-19.69939,-50.17642,PR,UFV1,0,6.36,27.03,1.49,4.88,114.11,36.91,227.35,0.455179433909691,13.9,8.26,4.63,90.4,16.82,1.46,0.13,0.13,0.0342896437742502,32539.06,16162.9,5.4,4.4,2.4,24,1.3,0.4,0.1,3.8,1.8,1.9,5.6,31.7,5.4,1.9,39,21,51,8,20
-19.78828,-49.68208,PR,UFV1,0,4.84,4.39,1.05,2.16,89.83,26.36,199.33,0.455179433909691,6.83,8.47,1.92,68.87,11,1.68,0.21,0.0466662,0.0342896437742502,23251.34,12411.92,4.8,3.9,3.1,31,0.3,0.1,0.7,4.6,0.5,1.2,5.1,9.8,57.3,1.8,38.9,22,52,6,20
-19.79489,-47.99708,SF,UFV1,0,7.9,49.26,1.76,4.86,195.45,47.34,184.54,0.455179433909691,16.16,10.35,25.43,148.5,18.41,1.44,0.23,0.0466662,0.0342896437742502,26878.9,25533.63,4.9,4.1,2.4,49,0.9,0.3,0.3,6.4,1.3,1.6,7.7,17.2,17.9,3.2,33.2,24,51,6,19
-19.97078,-48.42172,PR,UFV1,0,8.93,8.57,2.39,3.48,109.89,55.81,199.51,0.455179433909691,5.44,10.81,3.41,212.91,21.54,2.47,0.24,0.18,0.0342896437742502,48061.91,44768.42,4.6,4,2.8,43,0.8,0.2,0.7,7.6,1.1,1.8,8.7,13,37,3.9,34.1,33,29,8,30
-19.94144,-48.59172,PR,UFV1,0,11.72,7.21,3.32,4.95,129.06,86.37,178.56,0.455179433909691,14.48,8.44,1.75,315.64,24.53,1.17,0.26,0.0466662,0.0342896437742502,73053.13,63187.23,5.2,4.2,1.5,70,0.6,0.4,0.4,8.6,1.2,1.5,9.8,11.8,25.3,4.3,15.2,15,35,12,38
-19.90456,-48.96814,PR,UFV1,0,3.53,10.24,1.04,3.62,135.35,21.89,113.74,0.455179433909691,11.82,7.13,1.95,58.65,10.03,1.11,0.11,0.0466662,0.0342896437742502,21527.8,14263.32,5.1,4.1,0.9,14,0,0,0.5,3.2,0.1,0.6,3.3,3.3,81.4,1.2,29.1,12,63,9,16
-20.008,-49.12036,PR,UFV1,0,4.68,8.25,1.29,3.05,150.85,29.65,163.46,0.455179433909691,11.33,7.64,2.4,67.22,9.83,0.66,0.12,0.0466662,0.0342896437742502,28050.12,18585.18,4.8,4.1,3.3,43,0.5,0.2,0.5,6,0.9,1.4,6.9,12.7,35.6,2.6,29.1,11,62,7,20
-19.80492,-49.73328,PR,UFV1,0,4.4,16.31,1.22,3.56,112.82,26.48,243.05,0.455179433909691,11.61,7.16,5.63,70.4,12.67,1.06,0.14,0.0466662,0.0342896437742502,24956.41,18788.72,5.3,4.6,3.8,67,2,0.7,0,3.7,2.8,2.8,6.5,43.2,0,2.7,43.7,20,53,9,18
-19.57647,-49.95958,PR,UFV1,0,5.39,35.1,1.42,9.65,160.26,25.82,258.39,0.455179433909691,22.32,7.83,4.31,86.82,19.26,0.98,0.07,0.0466662,0.0342896437742502,27784.75,13031.94,5.7,4.5,2,249,1.3,1.1,0,3.3,3.1,3.1,6.4,48.1,0,1.7,38.9,16,64,9,11
-19.24933,-48.82572,PR,UFV1,0,2.62,3.98,0.7,1.45,33.16,13.83,100.08,0.455179433909691,6.7,5.8,0.94,31.53,6.39,0.82,0.11,0.0466662,0.0342896437742502,12326.47,172611.63,5.1,4.2,3.9,20,0.7,0.3,0.2,3.3,1.1,1.3,4.4,24.8,14.8,1.6,47.4,30,56,4,10
-19.69886,-47.68744,PR,UFV1,0,11.83,20.08,2.35,1.66,90.03,63.07,99.39,0.890453,12.67,5.31,10.56,143.36,43.3,8.46,0.72,0.19,0.0342896437742502,58198.04,88543.57,6,5.4,5.2,146,3.7,0.5,0,4.8,4.6,4.6,9.4,48.8,0,6.9,15,12,6,19,63
-17.36447,-45.12769,SF,UFV1,0,2.65,8.529999999999998,0.178803683470566,3.75,17.29,7.32,155.16,1.032837,9.2,5.8,0.44,8.55,4.16,0.67,0.09,0.31,0.0342896437742502,6002.37,169540.85,5,4.3,1.4,22,0.1,0,0.3,2.1,0.2,0.5,2.3,7.5,63,0.7,45.5,29,61,6,4
-17.22181,-46.67997,TO,UFV1,0,22.15,75.36,3.28,5.06,60.32,91.55,223.98,0.455179433909691,29.5,16.02,3.92,128.51,33.82,8.36,1.16,0.17,0.0342896437742502,76679.88,129102.75,5.3,4.1,1.4,189,0.9,0.8,0.8,8,2.2,3,10.2,21.6,25.8,4.8,16,3,4,22,71
-17.24264,-46.89828,TO,UFV1,0,16.56,98.65,3.77,2.1,78.08,97.68,145.78,0.455179433909691,14.76,23.88,21.96,120.62,36.79,9.2,1.45,0.31,0.0342896437742502,87190.03,232444.02,5.2,4.1,1,56,0.1,0.1,0.8,7.2,0.3,1,7.5,3.4,75.5,4.7,18.6,2,4,30,64
-17.51611,-46.96486,TO,UFV1,0,12.76,32.76,2.14,4.63,86.09,106.67,172.05,0.455179433909691,24.24,6.55,1.8,164.14,41.89,8.77,1.13,0.33,0.0342896437742502,62670.73,160240.66,5.1,4.2,1,55,0,0.2,0.7,7.8,0.3,1,8.1,4.1,67,4.8,11.1,11,7,14,68
-17.55561,-44.75728,SF,UFV1,0,8.55,57.95,1.88,8.91,72.97,56.95,144.74,0.455179433909691,32.88,19.52,6.61,112.01,35.79,5.04,0.76,0.53,0.0342896437742502,42595.84,79202.56,5.5,4.2,4,167,1.9,1.4,0.4,5.9,3.7,4.1,9.6,38.3,9.6,3.8,28,9,11,18,62
-21.67294,-45.46228,MA,UFV1,0,13.84,12.76,3.7,3.37,192.27,82.14,134.74,0.455179433909691,17.87,9.23,2.92,173.55,30.02,6.6,0.39,0.66,0.0342896437742502,86172.91,100241.88,4.8,4.1,1.2,17,0.2,0,0.7,6.5,0.2,0.9,6.7,3.6,73.6,3.3,12.5,8,12,9,71
-17.97722,-46.89928,TO,UFV1,0,20.99,230.56,3.34,14.99,54.52,66.77,3117.69,0.455179433909691,32.96,83.17,5.47,106.55,261.63,3.67,1.18,0.32,0.08,66101.64,68642.31,6.3,5.5,3.4,96,7,1.9,0,3.2,9.2,9.2,12.4,74.2,0,5.5,23.2,11,13,28,48
-17.37794,-44.93744,SF,UFV1,0,11.63,198.7,2.22,14.82,47.85,47.68,690.94,0.455179433909691,27.67,17.84,39.23,54.37,118.26,11.57,0.49,0.0466662,0.0342896437742502,37820.16,23367.9,6.4,5.6,15.9,47,4.5,1.2,0,1.6,5.8,5.8,7.4,78.3,0,2.1,29.3,0,47,35,18
-17.66342,-46.355,SF,UFV1,0,5.91,78.42,0.83,5.29,24.89,24.91,209.15,0.455179433909691,11.47,8.36,13.03,31.53,18.12,2.07,0.21,0.0466662,0.0342896437742502,15682.43,13542.93,6.3,4.9,10.5,61,4,0.7,0,1.4,4.8,4.8,6.2,77.6,0,1.2,51.7,3,78,11,8
-17.57139,-47.10572,TO,UFV1,0,6.39,81.29,1.29,1.88,14.56,25.83,16.16,0.455179433909691,4.06,15.32,12.76,16.98,16.39,7.08,0.39,0.0466662,0.0342896437742502,24989.82,14886.97,4.8,3.6,3.9,88,0.2,0.1,2.8,8.4,0.5,3.3,8.9,5.9,84.1,4.7,31.4,5,27,45,23
-17.86678,-45.49089,SF,UFV1,0,1.14559749674312,47.25,0.62,3.09,20.26,13.21,227.73,0.552142,7.46,12.63,4.99,30.31,6.86,0.77,0.08,0.0466662,0.0342896437742502,11964.08,8262.95,5.2,4.1,1.5,123,1.2,1,1.1,3.8,2.6,3.6,6.4,40.3,29.2,1.9,34.5,10,66,10,14
-17.40997,-45.04803,SF,UFV1,0,8.13,89.46,1.5,9.45,22.6,33.14,435.54,0.455179433909691,14.19,20.29,8.91,26.35,38.09,7.53,0.92,0.0466662,0.0342896437742502,27640.3,16772.89,5.6,4.1,3.8,132,1.8,1.7,0.5,6,3.8,4.3,9.8,38.9,11.2,5.4,39,9,15,43,33
-17.40247,-44.85786,SF,UFV1,0,9.68,104.26,1.64,15.32,26.29,30.63,554.3,0.455179433909691,24.32,21.56,12.1,25.02,55.28,9.28,1.07,0.32,0.0342896437742502,30262.2,17480.6,6.6,5.3,7.3,58,3.4,0.8,0,1.3,4.4,4.4,5.7,77,0,2.2,51.4,15,11,54,20
-17.79169,-46.19631,SF,UFV1,0,16.09,102.23,2.27,14.22,64.04,53.16,647.36,0.455179433909691,31.09,18.63,15.74,78.94,61.78,5.76,0.66,0.0466662,0.0342896437742502,44450.29,29979.65,5.8,4.4,2.1,143,2.4,1.7,0,4,4.4,4.4,8.4,52.6,0,4.2,43.8,3,5,65,27
-17.14856,-45.36531,SF,UFV1,0,8.36,91.92,1.35,10.45,23.34,29.41,420.03,0.455179433909691,13.87,17.27,10.38,30.14,22.68,7.66,0.93,0.41,0.0342896437742502,28724.19,18189.34,4.8,4.3,1.4,80,1.2,0.9,0.2,3.3,2.3,2.5,5.6,40.6,7.8,2.6,41.2,9,20,55,16
-17.80719,-46.2015,SF,UFV1,0,43.64,277.45,1.47,18.07,35.15,41.5,1475.75,0.455179433909691,17.96,76.03,9.84,41,37.07,13.19,0.35,0.24,0.0342896437742502,62022.27,29711.86,4.9,6.8,12.8,300,2.6,1.3,0,0.5,4.7,4.7,5.2,90.3,0,8.3,38.7,22,9,41,28
-17.78814,-46.21069,SF,UFV1,0,16.25,179.48,1.84,21.25,49.02,51.01,1192.83,0.455179433909691,38.8,20.07,27.87,45.14,92.46,5.45,0.49,0.0466662,0.0342896437742502,35641.17,27649.09,4.9,4.7,5.1,93,7.1,1.3,0,6.8,8.7,8.7,15.5,56.2,0,6.8,34.4,8,2,50,40
-17.27311,-45.15089,SF,UFV1,0,1.14559749674312,4.94,0.178803683470566,0.87,31.17,5.44,27.37,2.444093,16.42,5.52,0.7,9.05,2.4,0.54,0.07,0.0466662,0.0342896437742502,5289.25,3985.82,5.1,4.2,1.1,7,0.3,0,0.1,1.3,0.3,0.4,1.6,19.8,23.8,0.6,56.4,10,82,4,4
-17.83264,-45.26944,SF,UFV1,0,1.14559749674312,1.74,0.178803683470566,0.211348082025283,23.62,2.57,11.61,1.637491,10.95,3.79,0.53,7.75,1.51,0.4,0.05,0.0466662,0.0342896437742502,2514.94,8902.68,4.9,3.6,0,13,0.3,0,0.7,3.7,0.3,1,4,8.2,67,1.3,48.9,30,61,3,6
-17.42147,-45.12072,SF,UFV1,0,1.14559749674312,1.01,0.178803683470566,0.54,25.03,4.02,34.37,2.159177,15.09,2.99,0.59,6.06,8.94,0.52,0.01733316,0.0466662,0.0342896437742502,3098.58,8429.96,6.1,4.3,0.4,14,0.6,0.2,0.2,2.2,0.8,1,3,26.4,19.4,1,48.4,22,69,2,7
-19.62906,-48.982170000000004,PR,UFV1,0,1.14559749674312,6.84,0.63,1.88,47.4,9.96,73.58,0.455179433909691,5.05,2.89,0.94,20.94,3.72,0.82,0.2,0.0466662,0.0342896437742502,10754.62,9028.38,5.9,4.1,1,38,0.4,0.1,0.3,2.5,0.7,1,3.2,21.1,30.2,1,46.3,13,75,4,8
-17.68539,-44.67414,SF,UFV1,0,3.74,18.17,1.02,2.84,39.74,20.79,147.02,0.586199,15.57,6.91,7.88,37.65,16.08,2.22,0.32,0.0466662,0.0342896437742502,15721.25,24170.11,4.9,3.9,3.9,170,0.5,0.2,0.8,4.8,1.3,2.1,6.1,21.4,37,1.9,32.4,44,26,9,21
-21.64617,-45.44003,MA,UFV1,0,12.42,30.57,2.99,2.62,82.77,64.3,119.86,0.455179433909691,18.18,10.65,7.64,121.65,30.34,5.39,0.14,0.38,0.0342896437742502,74185.85,95678.04,5,3.8,5,19,2.8,1.6,1.8,7.2,4.4,6.2,11.6,37.9,29.4,3.2,15,16,10,7,67
-20.15073,-42.69303,SF,UFV1,0,16.33,10.92,0.178803683470566,7.5,54.17,80.92,247.08,0.455179433909691,19.64,20.87,0.0165476055211231,195.54,38.84,2.21,0.01733316,0.86,1.13,77834.16,80082.51,4.7,4.1,3.1,37,0.6,0.5,1.1,7.6,1.1,2.2,8.8,13.9,50.9,3.9,21.7,16.2,14.2,8.2,61.4
-19.91955,-42.94049,SF,UFV1,0,12.13,9.97,0.178803683470566,4.37,168.94,57.97,81.43,0.455179433909691,61.9,16.31,0.0165476055211231,122.21,20.42,1.79,0.01733316,0.87,1.47,59431.52,77745.52,4.4,4.1,1.3,35,0.2,0.2,1.2,10.6,0.4,1.6,11,3.9,73.6,4.5,16.6,51,8,6,35
-19.59851,-43.02789,SF,UFV1,0,9.22,4.14,0.178803683470566,2.15,27.16,39.59,42.83,0.455179433909691,8.66,14.14,0.0165476055211231,43.9,36.91,1.89,0.01733316,0.75,0.94,41924.28,84722.68,4.5,4.1,1.4,26.5,0.1,0.1,1.3,7.4,0.2,1.5,7.6,3.2,84,3.1,20.4,33,12.5,8.5,46
-19.56285,-43.02691,SF,UFV1,0,8.11,2.72,0.178803683470566,1.34,17.51,26.83,9.29,0.455179433909691,8.18,4.12,0.0165476055211231,37.9,18.48,1.22,0.01733316,0.92,0.79,34556.11,110704.26,4.5,4.1,1.1,24,0.2,0.1,1.3,7.1,0.3,1.6,7.4,4.1,81.3,3.3,19.4,26,14,7,53
-19.24422,-43.1234,SF,UFV1,0,5.96,53.13,0.178803683470566,7.35,67.81,29.36,164.22,0.455179433909691,27.13,25.15,1.48,46.17,36.91,1.87,0.01733316,0.6,1.02,25152.21,61810.81,5.4,4.3,1,32,1,0.2,0.5,2.4,1.2,1.7,3.6,33.6,29.2,1.1,32.5,40,12.67,21,26.33
-19.04389,-42.98167,SF,UFV1,0,8.96,34.93,0.178803683470566,2.59,75.44,38.79,125.28,0.455179433909691,18.96,43.06,9.44,80.8,24.79,2.46,0.01733316,0.52,1.08,41617.57,93116.29,4.7,4.2,1.6,26.2,0.2,0.1,1.2,7.4,0.4,1.6,7.8,5.1,74.6,4.3,16.6,23.2,7.2,9.8,59.8
-18.53722,-42.78176,SF,UFV1,0,20.74,15.46,0.178803683470566,5.15,146.24,110.62,133.06,0.455179433909691,25.91,17.37,1.64,291.57,42.49,2.06,0.01733316,1.07,0.68,106806.77,110339.62,4.8,4.2,2.1,45,0.7,0.4,1.1,9.2,1.2,2.3,10.4,11.3,48.5,5.6,17.8,11,8,12,69
-18.35985,-42.79096,SF,UFV1,0,14.3,249.97,0.178803683470566,16.25,43.57,75.41,2188.46,0.455179433909691,20.29,22.84,11.63,104.19,71.06,1.73,0.01733316,0.53,0.79,58860.21,61740.35,6.4,5.3,1.6,101,4.5,0.9,0,3.5,5.6,5.6,9.1,61.5,0,3.5,30.3,29,12,17,42
-18.31289,-42.6863,SF,UFV1,0,14.9,31.85,0.178803683470566,3.59,104.78,79.3,306.83,0.455179433909691,24.46,14.77,0.0165476055211231,138.83,31.5,1.2,0.01733316,1.09,0.9,76718.56,80356.16,5,4.3,1.1,33,0.5,0.3,1.1,6.4,0.9,2,7.3,12.2,55.3,3.6,14.4,22,10,11,57
-18.74605,-41.2073,MA,UFV1,0,13.14,48.33,0.178803683470566,10.45,195.55,72.19,668.9,0.455179433909691,60.06,17.37,5.74,146.95,47.76,1.04,0.01733316,0.92,0.85,60407.18,81017.37,5.9,5.1,1.1,96,2.7,1.2,0,3.6,4.1,4.1,7.7,53.4,0,3.3,23.4,23,13,14,50
-18.58139,-42.08252,MA,UFV1,0,9.74,15.78,0.178803683470566,1.97,85.21,36.61,19.69,0.455179433909691,13.28,10.97,0.0165476055211231,98.79,16.33,0.8,0.01733316,0.95,0.42,46320.31,73933.71,4.6,3.9,1.4,33,0.2,0.1,1.9,8.3,0.4,2.3,8.7,4.7,82.3,3.6,21.1,20,17,10,53
-19.03543,-42.01666,MA,UFV1,0,9.61,261.62,0.178803683470566,21.03,69.93,46.14,739.31,0.455179433909691,24.01,17.61,23.35,74.85,34.8,1.66,0.01733316,0.53,0.88,43715.38,62177.41,6.3,5.2,1.6,104,2.8,1.5,0,2.3,4.6,4.6,6.9,66.4,0,2.6,37.3,21,20,15,44
-18.31251,-42.68644,SF,UFV1,0,12.5,12.91,0.178803683470566,8.11,201.07,87.23,166.53,0.455179433909691,57.11,19.86,0.0165476055211231,176.06,40.85,1.84,0.01733316,1.04,0.89,72055.65,77082.81,4.6,4.4,1,18.2,0,0.1,1.4,8.2,0.1,1.5,8.3,1.6,91,3.8,14.8,18.6,14.2,14.2,53
-21.24399,-43.20615,SF,UFV1,0,8.93,27.73,0.178803683470566,3.16,62.47,54.68,64.73,0.455179433909691,23.19,16.9,3.17,117.51,35.17,1.72,0.01733316,0.75,0.32,52675.04,92015.75,4.6,4.1,1.4,25.7,0.1,0.1,1.2,6.9,0.2,1.4,7.1,2.9,84.9,3.6,15.8,20.83,9.67,7.83,61.67
-21.23546,-43.42902,SF,UFV1,0,4.6,69.73,0.178803683470566,2.31,45.74,28.86,50.53,0.455179433909691,15.07,11.58,24.06,49.48,23.42,2.04,0.01733316,0.63,0.42,29277.53,78307.58,5.3,4.3,2.1,92,1.1,0.7,0.6,6.9,2.1,2.7,9,23.3,22.2,3.8,17.4,29,19,6,46
-21.24292,-43.42042,SF,UFV1,0,10.41,30.95,0.178803683470566,3.88,38.56,63.9,271.09,0.455179433909691,20.57,35.5,8.13,142.27,43.62,2.4,0.01733316,1.95,0.46,58304.25,102353.47,5,4.1,1.7,38,0.5,0.3,1.1,8.2,0.9,2,9.1,9.6,55.8,4,16.5,18,12,11,59
-21.78874,-43.67882,MA,UFV1,0,8.74,28.61,0.178803683470566,3.49,71.82,47.25,81.99,0.455179433909691,34.27,16.23,6.31,103.32,32.16,1.13,0.01733316,0.73,0.44,50656.47,91334.06,4.7,4.1,1.1,30,0.1,0.1,1.1,8.2,0.3,1.4,8.5,3.4,79.1,4.2,14.3,25,11,8,56
-21.13665,-42.84511,SF,UFV1,0,9.65,60.92,0.178803683470566,23.53,106.29,81.01,424.47,0.455179433909691,41.12,30.98,11.39,132.21,50.82,0.64,0.01733316,0.68,0.42,61099.09,68520.39,5.1,4.3,1.4,33,0.7,0.4,0.4,3.8,1.2,1.6,5,24,25,2.3,30.5,17,17,21,45
-21.23437,-42.80067,MA,UFV1,0,6.21,34.42,0.178803683470566,5.69,66.02,47.14,389.87,0.455179433909691,18.46,14.97,1.44,60.63,34.61,4.75,0.01733316,0.66,0.39,38673.7,38342.52,5.5,4.5,1.7,32,1.4,0.6,0.1,3.6,2,2.1,5.6,36.2,4.7,2.4,39.8,25,34,16,25
-21.49702,-42.67182,MA,UFV1,0,11.92,110.58,0.178803683470566,3.27,58.22,55.19,44.19,0.455179433909691,14.44,19.52,26.48,136.21,36.72,2.99,0.01733316,1.53,0.45,69675.19,108049.27,4.4,3.9,1.5,23,0.1,0.1,1.7,8.9,0.2,1.9,9.1,2.6,87.6,3.6,17.5,17,7,9,67
-21.63717,-42.72388,MA,UFV1,0,9.41,31.43,0.178803683470566,3.31,94.87,48.49,49.17,0.455179433909691,33.09,12.61,9.3,107.71,37.07,1.52,0.01733316,1.29,0.45,53678.68,98365.54,4.4,4,2.1,44,0.2,0.2,2.1,12.9,0.5,2.6,13.4,3.4,82.4,5.8,13.6,24,8,7,61
-21.67773,-42.96032,MA,UFV1,0,12.25,31.77,0.178803683470566,5.43,110.98,78.89,71.43,0.455179433909691,39.5,15.5,4.68,147.54,44.48,3.26,0.01733316,0.98,0.6,69191.17,93758.47,4.4,4,1.7,43.7,0.1,0.2,2.2,11.1,0.4,2.6,11.5,3.6,83.3,5,16.1,14.5,18.33,14.33,52.83
