Latitude,Longitude,Zones,Lab,Ag,B,Ba,Cd,Co,Cr,Cu,Mn,Mo,Ni,Pb,Sr,V,Zn,As,Sb,Se,Hg,Fe,Al,pH H2O,pH KCl,PM,K+,Ca2+,Mg2+,Al3+,H+Al,SB,ECEC,CEC,V (%),m (%),SOM,PREM,Coarse sand,Fine sand,Silt,Clay
-19.6526,-42.5887,SF,UFV_2,0.5519812447258144,19.24774411064672,17.033970857160938,0.23,2.426418476919259,50.62167958818244,6.376935137812644,56.945743045831385,2.36,14.066830357866074,17.082915457433277,8.637255308098613,149.18186424352893,43.680600040115614,7.585315869207069,0.125,1.1020672566398717,1.7040827264123075,37731.11061894274,85054.3231345999,5.05,4.24,2.1,32,1.26,0.39,0.68,7.9,1.73,2.41,9.63,18,28.2,4.73,23.3,20,11,4,65
-20.7286,-42.9241,SF,UFV_2,0.4685581050011265,1.575,34.109664099455166,0.23,7.871888131663265,116.1592360572918,34.27974808047174,109.15358284066428,2.36,35.80603176995858,19.129472456072,9.241409209604186,255.6141441214543,57.5429992844448,10.125903639207047,0.125,0.6672154507490741,0.16761434717230783,44998.62074343491,86333.17351719718,4.65,4.19,2.4,32,0.22,0.11,1.17,9.5,0.41,1.58,9.91,4.1,74.1,4.86,14.6,17,9,8,66
-21.416,-42.9863,MA,UFV_2,0.4301322158980344,5.421255092199569,15.817986792998717,0.23,5.502686415124768,141.7936533348196,25.44748785136057,222.75701502904045,2.36,24.841065655397674,2.13,5.352190120983376,123.11001888674662,28.54703576353083,4.76675425120707,0.125,1.189559427036214,0.045,42804.71981268707,60005.79222627992,5.06,4.38,2.2,24,2.12,0.96,0.29,5.6,3.14,3.43,8.74,35.9,8.5,3.97,31.7,16,14,12,58
-19.2696,-42.6652,SF,UFV_2,0.5915611966449836,15.425155570272432,13.378238550120164,0.23,5.466537557293751,77.33492315890477,18.75909356472798,161.33927059969307,2.36,10.383547106573191,2.13,9.90539766568752,206.02714501859882,33.55581563283685,1.3356334243070698,0.125,0.195,0.26126503977230764,24239.11312321771,35836.105565082304,4.99,4.3,2,40,0.23,0.11,0.68,7.1,0.44,1.12,7.54,5.8,60.7,4.09,21.4,34,5,8,53
-19.3538,-50.4818,PR,UFV_2,0.4569941176800804,1.575,19.967554312124093,0.23,6.3814632689010535,89.95207324205909,13.568743966165115,169.37206718070877,2.36,19.034934234931328,2.13,4.054828392039,79.91725840208035,25.522525967292008,2.579069929340403,0.125,0.195,0.1693238950523077,25867.94433683415,19105.000747334485,4.71,4.12,4.3,32,1.06,0.18,0.98,5.2,1.32,2.3,6.52,20.2,42.6,1.92,28.6,20,55,4,21
-17.901,-41.1934,MA,UFV_2,0.155,12.122544129313972,211.2276440420385,56.82013911926075,5.393247217093236,175.7850705111182,4.401847940989023,123.41246601060884,12.029010795587206,45.70269104216184,23.43540186546366,13.621521605252552,24.14148784882669,33.36265050502186,2.5395120906737327,1.7537719928944284,2.629615117774528,0.045,27481.12742432651,43098.48858065191,5.43,4.38,2.7,94,0.41,0.24,0.1,4,0.89,0.99,4.89,18.2,10.1,2.56,37,43,12,8,37
-20.2099,-44.328,SF,UFV_2,1.2596047554814582,11.346913364056356,78.3435378356355,0.23,21.15102648619107,842.7228661200048,96.06917938911725,766.1377338865105,2.36,157.6733564716672,29.724945840061316,1.8850836457822249,315.9477572134983,100.28083671287548,13.844624947873749,0.4593424900277613,0.195,0.045,41390.72858392,68662.72857703146,5.15,4.63,1,34,0.71,0.31,0.2,6.3,1.11,1.31,7.41,15,15.3,4.09,15.8,4,7,28,61
-20.0301,-44.478,SF,UFV_2,0.553277021684349,9.884642811943122,91.19865671908978,0.23,14.121927167643918,182.7505333235292,8.02931533549988,556.6256536970967,8.762605924987604,50.54768318942305,27.327604475298827,7.686386257988805,36.663349410299986,29.812485279381463,22.60181829680703,1.1137873676277614,0.195,0.045,25557.343780436757,41284.73068486811,4.94,4.18,5.2,94,1.14,0.49,0.88,7.6,1.87,2.75,9.47,19.7,32,4.22,25.7,29,21,15,35
-20.666,-43.0925,SF,UFV_2,0.155,16.944035613027832,71.16016849672883,0.23,4.1831333966783255,25.53333034313904,28.35826969528191,87.08307488112993,2.36,12.023364246902537,17.113732281570936,19.41820780524828,112.08540774116891,33.63231290305859,1.6434990849380469,0.125,0.6273653013920103,0.045,37171.121743996315,71725.50960675889,4.71,4.23,2.6,44,0.66,0.26,0.98,7.2,1.03,2.01,8.23,12.5,48.8,3.07,19.8,23,15,5,57
-19.6803,-43.3335,SF,UFV_2,0.155,5.742972002496534,10.97845592317216,0.23,2.3742225886828625,8.525098999705005,7.630865379161904,34.61779335258114,2.36,4.998126315691539,30.692211446565533,1.9719755321654104,10.916366281261299,35.81417651279442,3.166966477473736,0.125,0.5788129967757021,0.1316814665723077,33158.595339124164,58922.5690439663,4.55,4.09,1.4,22,0.21,0.06,1.46,7.7,0.33,1.79,8.03,4.1,81.6,4.09,20.6,20,33,9,38
-19.6596,-41.5388,MA,UFV_2,0.3739968081671236,15.360593960789268,24.608020284662103,0.23,2.625303336022025,25.871401734251922,1.7121615191407695,121.53687161052468,2.36,5.092845100740976,2.13,4.959643618578199,111.76220290798676,27.12374223066475,2.7563753544070697,0.125,1.4808090269172702,0.3096045620123076,44596.92612393184,68579.45843654992,4.58,4.11,2.9,74,0.71,0.4,0.68,5,1.3,1.98,6.3,20.6,34.3,2.94,28.9,24,12,5,59
-16.629,-40.5961,MA,UFV_2,0.155,17.535307086941142,636.663942760454,0.23,6.0532829640126025,20.806481048387617,5.587011110687833,194.6508407437507,2.36,5.467694161202688,22.8846430507214,55.09827962775705,49.468495127823296,36.52872707380991,4.645924776538046,0.125,0.6188373022580645,0.41942434617230767,30120.587114601873,37330.51461198129,5.74,4.69,2.2,92,3.11,1.11,0,3.2,4.46,4.46,7.66,58.2,0,2.05,40.5,44,18,12,26
-17.1633,-40.6662,MA,UFV_2,0.155,8.877518435582246,12.205566784515751,0.23,1.3772178338801024,37.9647806102678,6.234812306665042,47.8415707490208,2.36,5.322436258779457,2.13,10.572666758238991,67.34975847400686,19.462363001823785,4.730170523873736,0.125,1.3329386424552925,0.045,26526.757240933523,60528.323910557985,4.66,3.92,6.1,46,0.72,0.4,1.27,7.2,1.24,2.51,8.44,14.7,50.6,3.58,35.3,31,14,4,51
-17.5116,-40.6439,MA,UFV_2,0.4415597866066831,5.7546205397394194,117.96313434792178,0.23,10.836948481160064,178.13159930402185,26.301496673815667,290.7567518052716,2.36,55.19462523488989,22.12473573204491,19.318313567642864,117.05250190585849,37.838382231294,5.367537375873737,0.5445868412277614,0.195,0.045,42231.72345320682,56165.43736680489,5.71,4.77,6.3,146,3.13,0.88,0.1,5.8,4.38,4.48,10.18,43,2.2,3.71,21.2,20,24,11,45
-18.6474,-47.4179,TO,UFV_2,0.155,7.611425967454302,29.405713416928887,0.23,3.508231148905299,130.3266914129531,5.429961267634702,62.4527869164588,5.3779470371985765,30.90694487151498,2.13,8.024524662779708,49.11421956431318,34.16860293009111,3.381211999873736,2.161935982694428,1.4164757346823234,0.19724550105230768,21952.549402889083,48231.77666783453,5.3,4.25,4.1,118,1.14,0.89,0.59,4.7,2.33,2.92,7.03,33.1,20.2,2.43,42.6,30,19,9,42
-19.4674,-46.8446,TO,UFV_2,0.37442644939043,7.340017786170343,45.120608232691595,0.23,4.1605062480275175,78.6196014989289,37.78930385462372,110.19912141495554,2.36,19.331779375998977,14.287025142767355,3.571139680397639,142.5571701645857,37.98076516360748,13.50585138587369,0.33222475542776125,0.195,0.14895996105230763,45664.38179131022,84315.33335949706,4.69,4.23,2.3,54,0.45,0.19,0.88,8,0.78,1.66,8.78,8.9,53,3.45,17.8,32,10,6,52
-19.5568,-44.1066,SF,UFV_2,0.764438365466289,9.011555753034342,140.05134077804755,0.23,8.873259550893188,92.66835872457541,58.32823219574616,705.7239858430305,2.36,40.77253741590943,47.99447828552595,136.5518705183085,185.68297452757642,99.21567409225136,68.36187441720703,1.3722213397277612,0.32235836238575305,0.045,39969.38620075296,106814.8275976623,5.58,5.23,5.6,48,6.32,0.22,0,5.6,6.66,6.66,12.26,54.3,0,4.73,21.8,9,4,9,78
-19.6369,-43.8526,SF,UFV_2,0.5480674825000378,14.16038124489411,308.33215103953086,0.23,4.8155469509258895,60.179041746632606,32.5016179404481,550.5022485616897,2.36,23.148677232397823,13.711410029648809,11.099844525839597,96.91857721961021,60.00289961079642,14.01606654520706,0.5483941334277613,1.429326933454378,0.19597806225230763,40277.58616343478,51594.211278149574,4.85,4.11,2.7,52,0.77,0.13,1.56,7.6,1.03,2.59,8.63,11.9,60.2,4.48,22.6,3,7,39,51
-19.7314,-44.206,SF,UFV_2,0.997750754984672,11.369045603833875,80.07372689687848,0.23,23.021256675106144,50.60734642961672,305.93749042627525,442.6183942382444,2.36,67.49352453613723,26.15992633679532,6.255154729643596,234.81143137924474,104.78093218056743,3.1776174055070694,0.125,0.6495069771040449,0.045,46703.80880140027,64759.10411606144,5.24,4.46,1.9,134,1.46,0.67,0.39,6.4,2.47,2.86,8.87,27.8,13.6,4.35,19.3,17,9,15,59
-19.7188,-43.6714,SF,UFV_2,0.7927673244989056,14.492334654398125,125.14554787182436,0.23,8.584339115747841,143.7399715890128,51.216258404966766,292.1830768760928,2.36,45.250016901611325,30.149665002101408,5.414100842850528,179.36668790904966,84.09101874209561,1.1917434432035348,0.125,0.8501275548764015,0.21999171729230765,48409.504296658764,60562.81157244872,5.48,4.43,1.5,84,2.57,1.08,0.39,5.6,3.87,4.26,9.47,40.9,9.2,4.73,24.6,11,7,30,52
-19.9769,-43.5126,SF,UFV_2,0.5061878929803543,16.434021041210574,194.4345755970675,5.870705783180175,2.1170523364049663,143.39924711264823,60.29528432084487,51.02938150304693,2.36,31.447969876489097,21.334352099200547,31.441123058174213,80.48338959420052,45.19458784585432,17.119306296207032,0.43389597142776126,1.6044949783624431,0.045,42546.21660611985,44403.579206324976,4.49,4,3.6,28,0.24,0.09,2.83,11.3,0.4,3.23,11.7,3.4,87.6,5.5,15.6,4,14,32,50
-20.3343,-43.5983,SF,UFV_2,0.6627189732328659,15.478648447460492,108.67679080940704,0.23,49.823609743370575,137.5851169359131,36.66939739841784,600.194161318883,2.36,78.12893335308532,12.682859688940477,16.20470758946118,73.19554109138751,89.5541632154707,7.474960747207069,0.3595747052277613,0.3952220964682536,0.19220864217230765,31610.224664907088,47741.226179743615,5.63,4.37,3.4,64,0.83,0.41,0.68,6.4,1.4,2.08,7.8,17.9,32.7,4.99,25.5,10,29,27,34
-19.7377,-43.981,SF,UFV_2,0.49827409353219543,13.754666221379992,195.49904515327327,0.23,4.193877515010064,74.51933544120071,39.176119748831816,351.7968299786166,2.36,24.961415952164884,35.473091899526906,169.37896049796623,145.99731796739158,106.29819828497996,92.40955061054042,0.7852779903277612,0.6815971464825272,0.045,40298.602977037604,84759.62663722533,5.42,4.46,3.9,64,3.15,0.55,0.39,7.6,3.86,4.25,11.46,33.7,9.2,5.12,22.6,9,6,15,70
-20.2449,-43.7806,SF,UFV_2,0.155,9.66207887975642,17.060702759860305,12.747876718088122,3.179222300907675,34.17495497223543,15.6993247840103,84.74985887509611,2.36,14.763049270103588,28.488868373047374,3.4254305608440383,60.94919451508096,27.570084612750748,94.98021400720705,0.2710136728277613,1.519505293968613,0.045,36411.324779547336,70542.57876098798,5.2,4.32,2.2,84,1.28,0.65,0.39,6,2.15,2.54,8.15,26.4,15.4,4.48,25.7,27,21,9,43
-18.5541,-48.4748,PR,UFV_2,1.9947990100096016,19.15403820106501,66.90498630859149,0.23,87.98602624936619,93.93714860385982,293.32335224883064,1087.0968907820709,2.36,76.36348910650646,11.6282043094096,4.97778679640019,373.6429985295308,159.3288449646634,2.0530436980737363,0.125,0.195,0.34098026553230765,35593.4975797829,93147.89044248707,5.41,4.74,1.8,68,0.68,0.55,0.1,8,1.4,1.5,9.4,14.9,6.7,4.09,5.8,12,12,22,54
-18.7276,-48.624,PR,UFV_2,0.2586753390614172,5.091740543665245,7.523132242555709,0.23,2.822099802294351,48.657277523484275,14.75261811326352,66.84231557301561,2.36,6.124847705342842,2.13,4.265493561366925,113.26231322014564,16.727645848153205,8.49078927620707,0.125,0.36493628580827053,0.045,37473.11042611329,38296.04796893288,4.47,4.03,2.8,34,0.23,0.1,1.07,6.3,0.42,1.49,6.72,6.2,71.8,2.69,26.5,42,22,22,14
-19.1492,-47.9204,PR,UFV_2,2.4655981880252678,19.663304998305136,298.9036294238348,0.23,94.35836982529571,119.6446852000402,388.05343543361954,1445.9573342571948,2.36,95.24853788946444,18.586400211133927,23.600965160478392,429.70697493262884,194.82129205041784,2.622235785207069,0.125,0.195,0.8250995529723087,38626.67058994001,92200.94552851387,5.83,5.33,1.9,130,3.76,1.25,0,6.1,5.34,5.34,11.44,46.7,0,3.45,4.6,6,5,32,57
-18.9393,-47.4359,PR,UFV_2,1.64855135561542,1.575,618.8118562760591,0.23,30.861972113124548,884.6350038577602,52.643686299188765,454.1365981163584,2.36,80.97416458272876,59.466178359831495,197.83599642690007,490.31557697977877,86.66773006565796,29.19916897387375,0.33380046542776126,0.195,0.2509923308123077,42390.75804073256,70742.23547504068,5.14,4.41,1.9,44,0.34,0.16,0.49,8,0.61,1.1,8.61,7.1,44.5,4.61,11.7,19,19,11,51
-20.9359,-45.3081,SF,UFV_2,0.6294813197548673,15.992542087283708,33.213827994828435,0.23,9.345178698000247,202.610107025871,37.97110697751186,251.8877820661446,2.36,41.622681778281326,21.511849106299287,6.153493374906837,89.51592270488682,44.12462833031123,23.75151167720708,1.4899345678277611,0.5693368591782405,0.2982502376123077,41505.2793912607,52731.95129502816,5.23,4.34,2.4,227,0.91,0.56,0.29,6.3,2.05,2.34,8.35,24.6,12.4,3.45,30,45,14,8,33
-20.5113,-45.6399,SF,UFV_2,0.9108570904538179,14.197631475225512,29.73853549984892,0.23,2.8904189452604783,109.42784125134703,30.57129195533105,95.25718228530576,2.36,11.868350779361934,19.886737289477136,3.4972276957410053,209.65652835862662,38.37894676757836,48.42247311054041,1.298359691694428,0.8726816322674988,0.045,47855.43991758244,106042.14096469931,5,4.31,0.7,34,0.43,0.21,0.68,7.6,0.73,1.41,8.33,8.8,48.2,4.48,10.6,7,9,9,75
-20.2586,-45.8309,SF,UFV_2,1.0203550689678151,5.283168705297638,104.36618055144642,0.23,11.30137860137842,161.22424512854573,51.4724732846618,639.0175370787771,2.36,36.55552495357967,55.5152281953087,49.12979047019207,233.25424396984954,114.75174885376582,44.55442110387374,0.8189805427610946,0.195,0.2415199760123088,47651.34798310057,101327.61367901108,5.48,4.4,2,58,3,0.92,0.39,7.1,4.07,4.46,11.17,36.4,8.7,4.86,20.9,1,1,13,85
-20.2386,-46.3296,SF,UFV_2,0.5524242008932987,14.983275556273332,143.4869366759016,25.20754572694153,4.181129556161896,137.491468065184,59.23611735761498,152.8093649705934,2.36,17.241078474049953,26.51579030577655,8.456858433125975,261.7041245622288,56.3546320861646,17.780818350207035,1.1383677014277611,1.0580450566154878,0.3106718156123076,40108.77421820169,115289.91529137688,5.87,4.99,0.7,60,2.25,1,0,4.3,3.4,3.4,7.7,44.2,0,4.48,14.3,3,4,13,80
-20.4739,-46.1212,SF,UFV_2,0.8848957496212602,3.873678234563676,107.7739638877676,0.23,3.3360934603349293,148.7982881453464,64.48517430099453,125.442912469043,2.36,9.986079739933864,26.945814706903786,16.957265891669902,281.1816446421337,51.55269168642568,49.27013117054042,0.6353138449610948,0.957680780042513,0.045,40581.67630470282,122263.7256091998,6.13,5.23,0.5,132,2.31,0.99,0,4.5,3.64,3.64,8.14,44.7,0,6.27,14.2,3,3,15,79
-16.5061,-43.6842,SF,UFV_2,0.4766712959148579,6.493183812106371,110.23520011930636,0.23,5.922240490575031,185.8281962898706,13.974575737492918,179.75914272355206,2.36,24.521528432196195,23.575179099657895,5.489527913705456,139.15283218180835,41.381403274830554,19.584678873207046,1.220422363561095,0.4649476911070111,0.3573338232923077,36161.26229046489,51180.51117242154,4.93,3.95,3.2,128,0.89,0.89,1.66,8,2.11,3.77,10.11,20.9,44,3.71,23.8,14,6,29,51
-16.9138,-42.062,SF,UFV_2,0.155,7.6080203184130655,117.96117388643978,0.23,9.158826114809656,37.7355520988143,11.899326049636061,255.8493493833701,2.36,9.494182279439393,2.13,7.565943530264199,52.3647565870801,35.616902701560605,8.515885439207068,0.125,0.34497331898181816,0.11768769597230765,19793.649265543816,25706.7730350902,5.45,4.35,2.8,132,1.56,0.95,0.29,4.7,2.85,3.14,7.55,37.7,9.2,2.94,39.1,11,19,44,26
-17.3703,-41.5652,MA,UFV_2,1.551414127873764,13.538393127314585,28.830298336704285,0.23,2.7687949629398165,97.07787111893789,5.158900994649713,36.36390083491355,7.709204229230909,26.7590147526689,2.13,8.649186951293112,74.89360584348573,26.30593152162236,29.06492049407372,5.4488833144277615,2.3518410195052506,0.33776270649230766,35154.684874726845,76222.53305919455,5.47,4.37,3.5,24,0.52,0.18,1.17,11.8,0.76,1.93,12.56,6.1,60.6,5.76,9.9,33,5,9,53
-18.7193,-46.0286,SF,UFV_2,0.6009815220887725,14.41102666351656,252.3651506066077,0.23,44.60959569417118,90.83179122197329,37.40992798135077,1201.8749731303485,2.36,46.11570460714853,36.77093844635209,13.021483690061318,115.6637675829662,70.09099913038274,9.524597040138056,0.7896431745277612,0.195,0.8817168392123077,38883.7294317457,51521.93661812009,5.32,4.09,2,84,1.59,1.71,2.24,7.2,3.52,5.76,10.72,32.8,38.9,3.33,19.5,6,2,41,51
-18.145,-46.4612,SF,UFV_2,1.1932809328518934,26.980028806384208,91.89929023464765,0.23,4.4326705100352495,275.85416488127186,32.70199555115189,137.99966569845014,2.36,27.59262043186095,22.449961610723207,59.43710083521412,275.6147829839617,62.66693374600268,26.31491296820709,0.49706025862776126,0.47634566924141447,0.57910593572309,39776.902870180136,106773.88507862638,5.09,4.18,1.5,20,0.36,0.13,1.27,9.7,0.54,1.81,10.24,5.3,70.2,6.01,15.2,10,7,6,77
-18.5379,-46.4276,SF,UFV_2,0.155,1.575,4472.498704717215,0.23,76.59560254779454,466.02287824411013,251.30933385126056,1652.652192829874,2.36,247.4019033484418,60.88974866773166,124.247413,409.3715344243167,188.8907424550648,5.098026768207085,0.4050854224277612,0.7301026288243136,0.16249953873230769,35771.22096094715,46205.78153993114,5.65,4.5,13.4,221,4.68,3.27,0.1,8.4,8.52,8.62,16.92,50.4,1.2,5.63,13.5,16,7,31,46
-18.2077,-46.6746,SF,UFV_2,0.4407666424635168,15.31475389831615,227.18755481919104,0.23,23.31491714358897,65.53835816887329,33.53966454128318,742.0010297758292,2.36,36.06776914429582,29.278263865076116,6.923026118838824,81.00287352425043,39.4474663800967,5.32610671020707,0.4128009466277613,0.195,0.045,49077.11843564996,41070.78248785411,4.77,4.09,3,73,0.41,0.59,3.12,6.6,1.19,4.31,7.79,15.3,72.4,2.3,20.8,7,11,34,48
-19.0273,-44.0679,SF,UFV_2,0.4707627934413888,14.319604871915772,122.44741564675157,0.23,4.143084381095249,127.25463432363544,24.602528777477005,89.57202397232504,2.36,19.09453762932365,13.232314462865508,5.845021161364621,161.8900408097638,35.51622504449579,4.395016652603534,0.28853327422776126,0.195,0.045,43483.34416832496,70619.17761474685,4.93,4.02,1.7,54,0.27,0.39,2.24,6.8,0.8,3.04,7.6,10.5,73.7,2.94,14.7,13,9,15,63
-19.3268,-44.1768,SF,UFV_2,0.8987503412621539,11.159881560678471,59.85950729324152,0.23,6.117606768448872,120.66594169164757,44.35224197384658,127.65866643110176,2.36,18.668715161371143,14.058407659366788,9.910159957696658,211.74619818078727,56.1529910460929,26.779055566207035,0.7881665376277612,0.6733918810329865,0.045,45243.452737805164,87146.50089170867,5,4.07,1.4,91,0.3,0.27,2.34,7.7,0.8,3.14,8.5,9.4,74.5,4.35,12.8,5,2,15,78
-15.5795,-43.6266,SF,UFV_2,0.155,14.067354526557034,36.777090822367406,0.23,4.420790941344017,70.84394462541424,6.025887971159513,195.4043976585984,2.36,29.194726284324044,2.13,4.920325195811891,19.09595104591837,25.787542634319028,1.6336784754035347,8.20417859142776,0.6735213126879086,0.045,6158.367984212039,7275.442811385834,5.81,4.91,5.4,155,2.57,0.64,0,2.1,3.61,3.61,5.71,63.2,0,1.28,46.7,14,60,10,16
-16.1891,-43.5809,SF,UFV_2,0.5546059219399107,10.49437099875834,58.74038857006422,0.23,18.99093210328187,98.54212522460058,31.1104083627384,688.7222857320252,2.36,43.65374230958542,66.15169852183665,5.129837080482289,205.25218106434127,66.48642359283087,8.530886733207069,0.41512894502776126,0.195,0.045,42607.63175328795,26737.809541435057,4.63,3.99,3.1,87,0.57,0.23,2.83,8.4,1.02,3.85,9.42,10.8,73.5,4.86,17.2,6,4,9,81
-16.0006,-43.3276,SF,UFV_2,0.155,14.173538588416037,223.96733441269143,0.23,6.826975993030409,27.211058964440255,12.967390250179252,353.04797276436994,2.36,12.36492127315264,2.13,8.46990132238531,32.32120253938678,24.08829633165793,3.398932501207069,0.36322892022776126,0.195,0.045,17468.46255172815,21518.926935689586,5.81,5.24,3.1,181,4.97,1.12,0,2.9,6.55,6.55,9.45,69.3,0,3.71,44,14,31,29,26
-16.0156,-43.5185,SF,UFV_2,0.155,11.77632466147776,111.65343025896664,0.23,8.829927463604902,105.26083150957741,14.368439759525325,369.3339823380079,2.36,31.75097613042629,15.460864851986663,10.225590462936708,65.38422069748826,42.59498205013728,9.065379568540402,2.6923649165610946,0.42827645290303,0.045,28490.13563548731,26343.955862190913,6.02,5.16,2.9,191,5.19,1.17,0,3.4,6.85,6.85,10.25,66.8,0,2.94,40.7,17,31,21,31
-16.6371,-44.4844,SF,UFV_2,0.155,12.239106034486255,63.82849049926581,0.23,4.693279397745413,20.6876307146894,11.330639182463436,119.88791641793728,2.36,14.400087646571812,2.13,6.9162928555196,44.178173962778295,54.38904146000967,2.482111808607069,0.125,0.39657186505695746,0.11759348913230765,14794.137066793104,16578.315192471826,5.75,4.62,2.5,125,2.57,0.62,0.1,2.6,3.51,3.61,6.11,57.4,2.8,1.66,38.9,14,52,15,19
-15.6203,-41.6935,MA,UFV_2,0.36227901395080353,9.070629586913055,8.225252518815843,0.23,0.765,35.20575187190579,5.205165334595846,75.06103272433269,2.36,5.065700647804386,2.13,7.215957188338157,55.93034256482787,18.172333829622303,12.931454961207024,0.125,0.6985728354945471,0.045,24288.181263825445,40438.66640199268,5.18,4.42,3.1,44,1.75,0.27,0.2,4,2.13,2.33,6.13,34.7,8.6,3.2,39.5,56,9,3,32
-16.4014,-42.2521,MA,UFV_2,1.1286648241757051,12.513833334932944,341.77000013739854,0.23,19.409633567725425,128.74911635811975,35.7388290176644,3301.723680482739,2.36,61.047601037608644,23.61028617576103,13.818904446882309,100.46800033239151,76.91258086379895,3.4164951257070704,6.607950801427761,1.0987350464575767,0.4185568431323076,26347.60588189455,51482.8270461945,6.04,4.99,1.2,135,2.82,1.97,0,2.9,5.14,5.14,8.04,63.9,0,2.3,34.2,16,28,12,44
-20.5949,-42.4856,MA,UFV_2,0.5559258534890524,13.038463566025642,27.97035378689125,10.730651754499634,5.396653245414842,144.77672306982205,25.746410663129023,74.84151105012229,2.36,26.85905593744754,2.13,4.246600588212714,149.42282310361645,49.05347165979063,5.51930347540707,0.125,4.409848327534611,0.10228661725230884,31385.002889399533,67095.94981737195,4.22,4.19,2.5,28,0.32,0.14,1.85,9.8,0.53,2.38,10.33,5.1,77.7,5.12,16.1,26,12,6,56
-20.0977,-42.9604,SF,UFV_2,0.689685041090417,11.973841759128456,28.085685148348578,0.23,10.291345144485447,193.5232388468443,66.22343376660679,264.41474707906883,2.36,54.07819900912887,25.238824234074727,3.0793984080880503,214.855135141133,64.42410270305056,1.4100432055380463,0.125,1.0960713429449067,0.2068966092923077,38014.50884437402,58736.010683680885,4.36,3.9,3.4,24,0.28,0.12,1.85,8.5,0.46,2.31,8.96,5.1,80.1,4.48,18.3,29,10,9,52
-20.3395,-44.4543,SF,UFV_2,0.4738260942099386,15.424783820721656,22.3184903718218,0.23,3.2261557490303807,35.999759256504156,17.979240878547028,75.94038024934214,2.36,8.519165653193626,2.13,6.069517004101288,85.80579182062054,39.55316123163266,2.4393832032070697,0.2931060788277613,0.7230950951774692,0.15366080673230786,41179.85112792093,80358.4476952084,5.39,4.38,1.8,14,1.21,0.6,0.39,5.8,1.85,2.24,7.65,24.2,17.4,3.71,23,38,9,6,47
-18.9415,-44.6531,SF,UFV_2,0.35846227685949017,14.001931967522978,99.44709748345488,0.23,4.2650972511084815,48.18216330177582,10.495023845327784,72.55023949137302,2.36,9.011834945383306,13.903427853888893,5.028262664318423,69.97652282248589,28.88894337018445,4.7125196784070695,0.4477480176277613,0.32814099232093696,0.9052715055876924,47551.75369838197,33935.44009340398,5.18,4.02,0.7,12,0.3,0.1,1.46,4.8,0.43,1.89,5.23,8.2,77.2,2.43,23.4,1,12,51,36
-18.5722,-45.4587,SF,UFV_2,0.606682064389117,11.598244576355825,218.1975863609557,0.23,7.008338279579886,122.5982291092917,62.56469445863801,330.7712939791668,2.36,34.4466457481528,16.151844758728608,14.194719387489924,217.901569340806,54.88350023809626,35.541234244540405,1.598823631294428,1.3145932682974668,0.11818161417230769,43068.24894808977,99067.21987677911,5.17,4.12,1.4,66,0.37,0.51,1.66,6.9,1.05,2.71,7.95,13.2,61.3,3.84,15.3,2,2,14,82
-19.2922,-45.4885,SF,UFV_2,0.7023422467531,10.643477613848177,67.47138264013935,0.23,4.8180742355177655,148.25690483528115,36.15361003531106,147.26059086999854,2.36,21.669595114056392,2.13,6.4453283994751365,214.12965213549515,68.37526047342551,31.548382962540416,3.681090743094428,0.5328619405952377,0.1320213291323076,48595.19137325674,104992.99250506998,4.98,4.04,2.7,115,0.35,0.17,1.56,10.3,0.81,2.37,11.11,7.3,65.8,8.32,15,2,2,9,87
-20.0946,-46.391,TO,UFV_2,0.5893803721741732,9.742203048897617,202.64047960332013,0.23,5.76708940782967,103.82661552832923,39.22252620287173,195.2343556325801,2.36,19.874401969286936,26.8121870575334,22.602608167791185,136.01783799244504,33.89957313657586,17.155911420207083,1.6561782042277615,0.43350471352713177,0.045,37799.0580589878,72724.01498547003,4.95,4.08,1.3,107,0.3,0.09,2.15,9.7,0.66,2.81,10.36,6.4,76.5,5.37,11.6,4,12,21,63
-20.3971,-47.0779,PR,UFV_2,0.5579901959539224,9.062557074583715,117.89656416531766,0.23,9.895934823379456,23.36329644926235,28.667833357074784,238.69499359290597,2.36,7.902944589993986,11.121422629811272,29.307545419267623,248.88102424152825,38.81334762278086,1.5874804994070697,0.125,0.195,0.24000314193230768,42508.26052396266,30436.981279234755,4.67,4.14,2.4,117,0.62,0.3,0.68,7.9,1.22,1.9,9.12,13.4,35.8,3.2,25.1,16,53,5,26
-18.8824,-46.4037,SF,UFV_2,0.7603860154570918,1.575,207.4325833557145,7.350051221459761,15.253557397691829,216.82670208683854,73.73444239123889,307.553378577893,2.36,68.9763779989322,35.61748189692327,18.936270696120435,243.06180624605904,112.049573221321,15.528060454540425,3.5063313644277616,0.9337395846914115,0.045,35918.68584530314,93201.9158414137,5.38,4.19,0.5,175,0.32,0.37,2.34,6.8,1.14,3.48,7.94,14.4,67.2,1.92,3.9,5,3,20,72
-16.1525,-42.568,MA,UFV_2,0.155,1.575,126.21259879237904,0.23,7.766528695858159,121.81946795492036,23.51543502232259,172.59884283847046,7.183344178157487,47.712851965220736,2.13,11.048326128734224,20.54630227943487,55.321076562806745,2.7243777836035346,3.0865473820277614,0.195,0.045,21840.707686433972,8038.5237258373845,5.33,4.24,1.9,101,0.58,0.38,0.39,2.9,1.22,1.61,4.12,29.6,24.2,1.92,45.8,16,51,22,11
